JJAGMNAF_00024	BHNFMJIF_02949	98.339	301	1	301	1	903	0.0	614	301	906	100
JJAGMNAF_00024	BHNFMJIF_01306	93.023	301	1	301	1	903	0.0	586	301	906	100
JJAGMNAF_00024	BHNFMJIF_01051	84.416	77	225	301	1	231	7.54e-40	131	301	234	26
JJAGMNAF_00024	BHNFMJIF_01053	86.047	43	69	111	73	201	6.32e-20	79.7	301	255	25
JJAGMNAF_00024	BHNFMJIF_01053	47.297	74	47	120	6	227	1.83e-13	62.4	301	255	25
JJAGMNAF_00024	BHNFMJIF_01052	72.727	44	170	213	1	132	7.06e-15	65.1	301	156	15
JJAGMNAF_00025	BHNFMJIF_01815	38.889	468	31	488	1312	2652	3.29e-102	323	488	2655	94
JJAGMNAF_00025	BHNFMJIF_02916	34.773	463	31	488	1240	2562	9.38e-78	257	488	2565	94
JJAGMNAF_00027	BHNFMJIF_03529	29.651	172	43	204	46	555	1.16e-17	75.1	208	591	78
JJAGMNAF_00027	BHNFMJIF_03617	27.072	181	32	200	22	543	1.29e-14	66.6	208	582	81
JJAGMNAF_00027	BHNFMJIF_00606	25.455	165	40	204	43	528	4.38e-12	59.7	208	552	79
JJAGMNAF_00027	BHNFMJIF_01245	26.374	182	23	204	79	615	5.06e-12	60.1	208	642	88
JJAGMNAF_00027	BHNFMJIF_02207	27.879	165	36	200	19	504	5.61e-12	59.3	208	528	79
JJAGMNAF_00029	BHNFMJIF_02195	32.308	260	39	295	223	984	1.79e-38	135	296	993	87
JJAGMNAF_00029	BHNFMJIF_03528	32.627	236	53	282	199	897	1.23e-33	122	296	936	78
JJAGMNAF_00029	BHNFMJIF_01246	35.556	225	57	272	259	927	4.97e-32	118	296	1014	73
JJAGMNAF_00029	BHNFMJIF_03618	36.410	195	96	289	391	969	1.70e-31	117	296	987	66
JJAGMNAF_00029	BHNFMJIF_00902	30.342	234	57	284	202	894	1.82e-28	108	296	927	77
JJAGMNAF_00030	BHNFMJIF_01815	36.813	910	14	891	22	2652	0.0	575	891	2655	99
JJAGMNAF_00030	BHNFMJIF_02916	33.887	903	16	891	13	2562	1.66e-158	483	891	2565	98
JJAGMNAF_00030	BHNFMJIF_00608	26.479	355	7	324	43	1044	1.27e-19	91.7	891	3354	36
JJAGMNAF_00030	BHNFMJIF_03619	26.126	333	11	326	160	1131	2.85e-19	90.5	891	3504	35
JJAGMNAF_00030	BHNFMJIF_00903	26.301	346	16	324	82	1104	1.10e-18	88.6	891	3417	35
JJAGMNAF_00032	BHNFMJIF_03129	30.675	652	4	639	7	1902	1.26e-94	302	645	1917	99
JJAGMNAF_00032	BHNFMJIF_02532	36.481	233	408	638	1387	2052	1.71e-36	142	645	2064	65
JJAGMNAF_00032	BHNFMJIF_02532	37.441	211	23	212	658	1275	1.69e-29	121	645	2064	65
JJAGMNAF_00032	BHNFMJIF_00382	35.909	220	2	212	31	678	2.65e-32	127	645	1443	69
JJAGMNAF_00032	BHNFMJIF_00382	35.124	242	403	639	715	1428	1.41e-31	125	645	1443	69
JJAGMNAF_00034	BHNFMJIF_03955	33.096	701	1	678	1	1920	9.57e-101	328	864	2352	78
JJAGMNAF_00034	BHNFMJIF_03933	33.096	701	1	678	1	1920	9.57e-101	328	864	2352	78
JJAGMNAF_00035	BHNFMJIF_02381	26.753	542	20	523	91	1635	1.74e-47	170	527	1650	96
JJAGMNAF_00035	BHNFMJIF_01027	28.520	554	20	523	91	1650	2.02e-45	165	527	1665	96
JJAGMNAF_00035	BHNFMJIF_02317	25.994	327	29	335	76	966	2.54e-17	82.4	527	2457	58
JJAGMNAF_00035	BHNFMJIF_00867	25.970	335	10	297	34	960	3.79e-11	61.6	527	1002	55
JJAGMNAF_00035	BHNFMJIF_04107	25.108	231	9	211	895	1572	4.26e-08	53.1	527	2355	39
JJAGMNAF_00036	BHNFMJIF_02322	31.348	319	29	318	1018	1920	1.12e-22	100	835	1944	35
JJAGMNAF_00036	BHNFMJIF_01744	26.012	346	30	354	91	1011	1.22e-21	97.8	835	2403	39
JJAGMNAF_00036	BHNFMJIF_00868	28.464	267	40	294	121	837	2.89e-17	80.9	835	957	31
JJAGMNAF_00036	BHNFMJIF_04107	26.300	327	71	361	1069	1968	6.14e-11	63.2	835	2355	35
JJAGMNAF_00036	BHNFMJIF_02319	27.027	222	71	258	184	810	3.79e-07	50.1	835	1002	23
JJAGMNAF_00037	BHNFMJIF_02213	28.250	1377	22	1340	166	4152	1.11e-158	511	1350	4161	98
JJAGMNAF_00037	BHNFMJIF_00885	28.793	1351	17	1336	58	3936	3.78e-158	508	1350	3960	98
JJAGMNAF_00037	BHNFMJIF_00885	26.531	98	504	601	49	339	1.51e-07	53.1	1350	3960	98
JJAGMNAF_00037	BHNFMJIF_01733	27.921	1361	22	1337	76	3966	6.08e-152	491	1350	3987	97
JJAGMNAF_00037	BHNFMJIF_02311	27.033	1365	31	1339	109	4026	5.29e-151	489	1350	4035	97
JJAGMNAF_00037	BHNFMJIF_02092	28.157	1378	21	1339	64	4026	8.89e-151	489	1350	4041	98
JJAGMNAF_00037	BHNFMJIF_02092	27.132	129	18	145	1576	1959	7.25e-07	50.8	1350	4041	98
JJAGMNAF_00040	BHNFMJIF_01238	29.224	219	23	225	61	699	3.85e-14	72.8	644	2130	45
JJAGMNAF_00040	BHNFMJIF_01238	35.165	91	558	642	1885	2127	9.36e-08	52.4	644	2130	45
JJAGMNAF_00040	BHNFMJIF_02369	32.895	228	23	232	55	678	4.54e-13	69.3	644	1941	33
JJAGMNAF_00040	BHNFMJIF_02316	31.068	206	23	225	64	648	3.03e-11	63.2	644	1692	51
JJAGMNAF_00040	BHNFMJIF_02316	34.615	130	518	642	1360	1689	1.50e-06	48.1	644	1692	51
JJAGMNAF_00040	BHNFMJIF_03623	30.519	154	124	277	385	801	3.32e-10	60.1	644	1818	44
JJAGMNAF_00040	BHNFMJIF_03623	30.233	129	514	642	1513	1815	5.76e-07	49.7	644	1818	44
JJAGMNAF_00040	BHNFMJIF_02089	25.541	231	23	239	25	696	1.97e-09	57.4	644	1632	34
JJAGMNAF_00041	BHNFMJIF_01239	35.668	1071	3	986	85	3195	1.88e-179	549	1023	3243	96
JJAGMNAF_00041	BHNFMJIF_02315	35.957	1029	26	1023	133	3099	3.99e-175	536	1023	3102	98
JJAGMNAF_00041	BHNFMJIF_03945	33.764	1084	1	983	28	3195	1.12e-170	526	1023	3294	96
JJAGMNAF_00041	BHNFMJIF_03943	33.764	1084	1	983	28	3195	1.12e-170	526	1023	3294	96
JJAGMNAF_00041	BHNFMJIF_02359	31.947	1058	15	1023	88	3072	5.30e-162	501	1023	3078	99
JJAGMNAF_00042	BHNFMJIF_02381	26.512	430	120	533	97	1275	1.62e-37	144	632	1650	66
JJAGMNAF_00042	BHNFMJIF_01027	26.694	487	119	586	94	1446	1.01e-33	133	632	1665	74
JJAGMNAF_00042	BHNFMJIF_01250	32.189	233	316	548	136	810	4.55e-30	117	632	834	37
JJAGMNAF_00042	BHNFMJIF_02317	28.297	417	127	537	76	1161	4.59e-30	123	632	2457	65
JJAGMNAF_00042	BHNFMJIF_00867	22.397	317	122	420	97	951	1.20e-07	51.2	632	1002	47
JJAGMNAF_00043	BHNFMJIF_01744	27.027	333	8	320	97	924	1.49e-17	80.5	323	2403	97
JJAGMNAF_00043	BHNFMJIF_02322	26.403	303	52	320	1135	1929	8.40e-09	53.9	323	1944	83
JJAGMNAF_00043	BHNFMJIF_00868	26.033	242	14	252	115	687	1.23e-08	52.8	323	957	74
JJAGMNAF_00047	BHNFMJIF_02473	100.000	263	1	263	1	789	0.0	553	263	792	100
JJAGMNAF_00047	BHNFMJIF_01297	44.304	237	30	263	358	1062	4.09e-67	209	263	1065	89
JJAGMNAF_00047	BHNFMJIF_01298	43.277	238	28	261	388	1095	2.05e-66	208	263	1113	89
JJAGMNAF_00047	BHNFMJIF_00661	31.381	239	33	261	82	753	3.71e-29	108	263	765	87
JJAGMNAF_00048	BHNFMJIF_02949	98.339	301	1	301	1	903	0.0	614	301	906	100
JJAGMNAF_00048	BHNFMJIF_01306	93.023	301	1	301	1	903	0.0	586	301	906	100
JJAGMNAF_00048	BHNFMJIF_01051	84.416	77	225	301	1	231	7.54e-40	131	301	234	26
JJAGMNAF_00048	BHNFMJIF_01053	86.047	43	69	111	73	201	6.32e-20	79.7	301	255	25
JJAGMNAF_00048	BHNFMJIF_01053	47.297	74	47	120	6	227	1.83e-13	62.4	301	255	25
JJAGMNAF_00048	BHNFMJIF_01052	72.727	44	170	213	1	132	7.06e-15	65.1	301	156	15
JJAGMNAF_00049	BHNFMJIF_02472	100.000	462	1	462	1	1386	0.0	924	462	1389	100
JJAGMNAF_00049	BHNFMJIF_03044	24.188	277	12	265	163	963	1.07e-11	63.9	462	1746	55
JJAGMNAF_00050	BHNFMJIF_02471	99.052	211	1	211	1	633	3.30e-158	433	211	636	100
JJAGMNAF_00051	BHNFMJIF_02470	100.000	346	1	346	1	1038	0.0	721	346	1041	100
JJAGMNAF_00052	BHNFMJIF_02469	98.905	639	1	639	1	1917	0.0	1231	639	1920	100
JJAGMNAF_00053	BHNFMJIF_02468	100.000	217	1	217	1	651	1.11e-161	442	217	654	100
JJAGMNAF_00054	BHNFMJIF_02467	100.000	431	1	431	1	1293	0.0	733	431	1296	100
JJAGMNAF_00054	BHNFMJIF_02854	40.741	189	238	426	682	1227	3.86e-43	153	431	1239	44
JJAGMNAF_00055	BHNFMJIF_02466	100.000	180	1	180	1	540	8.85e-136	374	180	543	100
JJAGMNAF_00055	BHNFMJIF_02853	44.693	179	1	179	1	534	4.32e-51	159	180	546	99
JJAGMNAF_00055	BHNFMJIF_00510	30.233	172	2	166	10	510	2.55e-16	70.1	180	546	92
JJAGMNAF_00055	BHNFMJIF_00502	30.573	157	25	178	88	540	7.63e-14	63.5	180	552	86
JJAGMNAF_00055	BHNFMJIF_00752	28.492	179	1	176	4	522	2.15e-12	59.7	180	537	98
JJAGMNAF_00056	BHNFMJIF_02465	99.231	260	1	260	1	780	0.0	508	260	783	100
JJAGMNAF_00056	BHNFMJIF_00141	30.909	165	84	244	217	690	2.06e-11	59.7	260	738	62
JJAGMNAF_00057	BHNFMJIF_02464	100.000	324	1	324	1	972	0.0	669	324	975	100
JJAGMNAF_00058	BHNFMJIF_02463	100.000	600	1	600	1	1800	0.0	1176	600	1803	100
JJAGMNAF_00058	BHNFMJIF_00636	22.838	451	7	434	19	1269	1.07e-06	48.5	600	1599	71
JJAGMNAF_00059	BHNFMJIF_02462	100.000	191	1	191	1	573	9.10e-143	392	191	576	100
JJAGMNAF_00059	BHNFMJIF_01015	23.280	189	7	191	37	588	1.23e-11	58.5	191	615	97
JJAGMNAF_00060	BHNFMJIF_02461	99.742	387	1	387	1	1161	0.0	799	387	1164	100
JJAGMNAF_00060	BHNFMJIF_02539	68.734	387	1	386	1	1161	0.0	544	387	1164	99
JJAGMNAF_00061	BHNFMJIF_02460	100.000	1058	1	1058	1	3174	0.0	2014	1058	3177	100
JJAGMNAF_00061	BHNFMJIF_01158	22.845	464	36	481	112	1464	2.02e-25	110	1058	3036	42
JJAGMNAF_00061	BHNFMJIF_03688	22.788	452	43	477	133	1452	9.16e-18	85.9	1058	3171	73
JJAGMNAF_00061	BHNFMJIF_03688	23.188	345	714	1051	2059	3051	7.58e-16	79.7	1058	3171	73
JJAGMNAF_00061	BHNFMJIF_02547	23.191	470	41	480	112	1467	2.21e-16	81.6	1058	3126	54
JJAGMNAF_00061	BHNFMJIF_02547	27.692	130	922	1051	2722	3093	4.96e-09	57.4	1058	3126	54
JJAGMNAF_00061	BHNFMJIF_02458	21.932	497	12	477	34	1467	4.10e-15	77.4	1058	3081	57
JJAGMNAF_00061	BHNFMJIF_02458	27.612	134	920	1051	2644	3036	2.97e-09	58.2	1058	3081	57
JJAGMNAF_00062	BHNFMJIF_02459	99.596	495	1	495	1	1485	0.0	1017	495	1488	100
JJAGMNAF_00062	BHNFMJIF_03884	33.195	482	1	477	1	1428	8.05e-87	273	495	1470	96
JJAGMNAF_00062	BHNFMJIF_00739	31.687	486	4	488	16	1467	1.88e-73	238	495	1485	98
JJAGMNAF_00063	BHNFMJIF_02458	99.903	1026	1	1026	1	3078	0.0	2029	1026	3081	100
JJAGMNAF_00063	BHNFMJIF_03605	23.374	1061	3	1020	10	3084	1.02e-69	249	1026	3117	99
JJAGMNAF_00063	BHNFMJIF_03989	23.729	1062	2	1013	7	3075	9.19e-66	238	1026	3216	99
JJAGMNAF_00063	BHNFMJIF_00981	23.612	1063	1	1019	13	3075	1.66e-63	231	1026	3084	99
JJAGMNAF_00063	BHNFMJIF_03688	27.730	577	6	571	22	1701	2.70e-55	206	1026	3171	71
JJAGMNAF_00063	BHNFMJIF_03688	36.145	166	848	1013	2557	3054	7.60e-31	128	1026	3171	71
JJAGMNAF_00063	BHNFMJIF_03688	31.126	151	363	510	2671	3123	2.22e-13	71.6	1026	3171	71
JJAGMNAF_00064	BHNFMJIF_02457	99.718	355	1	355	1	1065	0.0	693	355	1068	100
JJAGMNAF_00064	BHNFMJIF_01157	23.457	324	48	352	163	1062	1.30e-12	65.1	355	1077	86
JJAGMNAF_00064	BHNFMJIF_03687	25.714	280	79	352	223	1017	1.28e-11	62.0	355	1023	77
JJAGMNAF_00064	BHNFMJIF_02589	21.222	311	60	353	118	1023	6.27e-10	57.0	355	1032	83
JJAGMNAF_00064	BHNFMJIF_03990	26.332	319	70	355	187	1113	1.31e-08	53.1	355	1116	81
JJAGMNAF_00065	BHNFMJIF_02456	89.617	549	1	549	13	1659	0.0	960	549	1662	100
JJAGMNAF_00066	BHNFMJIF_03483	54.800	500	10	503	19	1506	0.0	546	503	1509	98
JJAGMNAF_00066	BHNFMJIF_02432	32.126	414	2	368	19	1212	4.82e-48	173	503	1947	85
JJAGMNAF_00066	BHNFMJIF_02432	58.333	60	444	502	1765	1941	2.94e-13	69.3	503	1947	85
JJAGMNAF_00066	BHNFMJIF_02455	29.122	467	2	424	25	1380	6.79e-44	162	503	2025	98
JJAGMNAF_00066	BHNFMJIF_02455	57.971	69	435	503	1816	2022	1.30e-18	86.3	503	2025	98
JJAGMNAF_00066	BHNFMJIF_02436	29.540	457	10	428	16	1281	4.09e-36	138	503	1638	83
JJAGMNAF_00066	BHNFMJIF_02452	27.974	454	7	425	10	1281	2.68e-33	130	503	1914	97
JJAGMNAF_00066	BHNFMJIF_02452	52.857	70	435	502	1699	1908	4.22e-15	75.1	503	1914	97
JJAGMNAF_00067	BHNFMJIF_02453	51.852	270	33	300	106	900	3.43e-96	283	300	903	89
JJAGMNAF_00067	BHNFMJIF_03601	35.472	265	33	295	97	807	2.80e-55	177	300	822	88
JJAGMNAF_00067	BHNFMJIF_02437	96.386	83	1	83	1	249	1.46e-43	142	300	291	28
JJAGMNAF_00067	BHNFMJIF_01619	29.075	227	118	296	721	1401	4.33e-26	104	300	1425	83
JJAGMNAF_00067	BHNFMJIF_01619	32.558	86	33	102	241	498	4.91e-09	53.9	300	1425	83
JJAGMNAF_00067	BHNFMJIF_01618	25.914	301	33	300	34	861	3.15e-17	77.4	300	864	89
JJAGMNAF_00068	BHNFMJIF_02436	98.330	539	1	539	1	1617	0.0	1105	634	1638	85
JJAGMNAF_00068	BHNFMJIF_02452	39.225	645	2	631	13	1908	2.40e-143	428	634	1914	99
JJAGMNAF_00068	BHNFMJIF_02432	30.827	665	3	631	13	1941	1.04e-77	257	634	1947	99
JJAGMNAF_00068	BHNFMJIF_02454	29.817	654	7	629	13	1896	1.24e-70	238	634	1908	98
JJAGMNAF_00068	BHNFMJIF_02455	27.379	683	7	631	52	2019	1.74e-52	189	634	2025	99
JJAGMNAF_00069	BHNFMJIF_02435	99.725	364	1	364	1	1092	0.0	717	364	1095	100
JJAGMNAF_00070	BHNFMJIF_02434	95.122	82	1	82	1	246	5.33e-55	162	82	249	100
JJAGMNAF_00070	BHNFMJIF_02426	92.157	51	1	51	1	153	3.23e-28	94.7	82	252	62
JJAGMNAF_00070	BHNFMJIF_02428	64.474	76	1	70	1	228	2.58e-26	89.7	82	246	85
JJAGMNAF_00070	BHNFMJIF_02442	69.014	71	1	68	1	213	7.41e-26	88.2	82	228	83
JJAGMNAF_00070	BHNFMJIF_02444	87.500	48	1	48	1	144	3.89e-24	84.0	82	237	59
JJAGMNAF_00071	BHNFMJIF_02425	98.264	288	1	288	1	864	0.0	587	288	867	100
JJAGMNAF_00071	BHNFMJIF_02441	88.889	288	1	288	1	861	0.0	535	288	864	100
JJAGMNAF_00071	BHNFMJIF_02433	90.099	101	188	288	1	303	4.36e-64	194	288	306	35
JJAGMNAF_00071	BHNFMJIF_03600	51.397	179	1	176	1	537	1.51e-60	188	288	579	61
JJAGMNAF_00071	BHNFMJIF_01846	31.609	174	122	288	220	735	7.94e-18	78.2	288	738	58
JJAGMNAF_00072	BHNFMJIF_02424	100.000	73	1	73	1	219	5.23e-50	149	73	222	100
JJAGMNAF_00072	BHNFMJIF_02440	75.342	73	1	73	1	219	2.05e-31	102	73	222	100
JJAGMNAF_00073	BHNFMJIF_02423	100.000	332	1	332	1	996	0.0	683	332	999	100
JJAGMNAF_00073	BHNFMJIF_02439	88.288	222	1	222	145	810	3.16e-144	406	332	861	67
JJAGMNAF_00073	BHNFMJIF_02438	91.304	92	241	332	1	276	1.35e-56	176	332	279	28
JJAGMNAF_00073	BHNFMJIF_03790	30.838	334	12	328	31	957	6.15e-42	145	332	963	95
JJAGMNAF_00074	BHNFMJIF_02422	98.329	359	1	359	1	1077	0.0	724	359	1080	100
JJAGMNAF_00074	BHNFMJIF_02451	27.619	105	1	102	1	294	7.43e-07	47.4	359	1008	28
JJAGMNAF_00075	BHNFMJIF_02421	99.618	262	1	262	1	786	0.0	518	262	789	100
JJAGMNAF_00076	BHNFMJIF_02420	99.660	294	1	294	1	882	0.0	581	294	885	100
JJAGMNAF_00076	BHNFMJIF_02740	29.730	222	40	241	109	753	1.34e-13	67.0	294	957	69
JJAGMNAF_00077	BHNFMJIF_02419	100.000	260	1	260	1	780	0.0	494	260	783	100
JJAGMNAF_00077	BHNFMJIF_00337	42.857	56	196	251	13	165	5.07e-08	50.1	260	972	22
JJAGMNAF_00078	BHNFMJIF_02418	100.000	522	1	522	1	1566	0.0	1064	522	1569	100
JJAGMNAF_00078	BHNFMJIF_02123	29.268	492	9	454	28	1431	6.96e-44	162	522	2118	85
JJAGMNAF_00078	BHNFMJIF_02027	26.419	458	11	463	16	1266	1.52e-37	143	522	1926	87
JJAGMNAF_00078	BHNFMJIF_02476	24.681	470	9	457	28	1404	3.21e-24	103	522	2160	86
JJAGMNAF_00078	BHNFMJIF_02745	34.507	142	9	146	13	411	1.00e-19	89.7	522	1782	26
JJAGMNAF_00079	BHNFMJIF_02417	100.000	285	1	285	1	855	0.0	594	285	858	100
JJAGMNAF_00079	BHNFMJIF_01782	25.882	255	1	230	40	795	9.34e-08	49.7	285	1047	81
JJAGMNAF_00080	BHNFMJIF_02416	99.444	180	1	180	1	540	3.44e-132	365	180	543	100
JJAGMNAF_00081	BHNFMJIF_02415	100.000	219	1	219	1	657	7.07e-144	397	219	660	100
JJAGMNAF_00082	BHNFMJIF_02414	99.919	1234	1	1234	1	3702	0.0	2543	1234	3705	100
JJAGMNAF_00083	BHNFMJIF_02413	99.851	1338	1	1338	1	4014	0.0	2671	1338	4017	100
JJAGMNAF_00083	BHNFMJIF_03127	43.119	1308	36	1336	55	3957	0.0	1093	1338	3990	97
JJAGMNAF_00083	BHNFMJIF_00872	26.613	1364	39	1336	79	3948	1.12e-122	410	1338	3951	97
JJAGMNAF_00083	BHNFMJIF_00885	27.890	1341	47	1336	97	3942	5.63e-122	409	1338	3960	96
JJAGMNAF_00083	BHNFMJIF_01212	26.923	1066	335	1334	1252	4374	3.21e-119	403	1338	4401	82
JJAGMNAF_00083	BHNFMJIF_01212	25.532	94	38	131	70	351	3.67e-07	52.0	1338	4401	82
JJAGMNAF_00084	BHNFMJIF_02412	100.000	182	1	182	1	546	2.85e-117	327	182	549	100
JJAGMNAF_00084	BHNFMJIF_02411	32.804	189	4	171	7	564	5.95e-24	90.5	182	573	92
JJAGMNAF_00085	BHNFMJIF_02411	100.000	190	1	190	1	570	1.32e-115	323	190	573	100
JJAGMNAF_00085	BHNFMJIF_02412	32.796	186	3	188	10	513	8.48e-27	98.2	190	549	98
JJAGMNAF_00086	BHNFMJIF_02410	99.800	499	1	499	1	1497	0.0	1023	499	1500	100
JJAGMNAF_00086	BHNFMJIF_02403	27.651	481	26	490	64	1434	2.63e-53	186	499	1680	93
JJAGMNAF_00087	BHNFMJIF_02409	99.678	933	1	933	1	2799	0.0	1902	933	2802	100
JJAGMNAF_00087	BHNFMJIF_03763	45.226	953	3	927	10	2820	0.0	764	933	2829	99
JJAGMNAF_00087	BHNFMJIF_04085	37.333	75	474	547	412	630	2.79e-06	46.6	933	660	8
JJAGMNAF_00087	BHNFMJIF_03293	26.316	152	398	547	232	666	3.07e-06	46.6	933	669	16
JJAGMNAF_00087	BHNFMJIF_01799	30.323	155	765	918	1393	1809	8.15e-06	46.6	933	1839	17
JJAGMNAF_00088	BHNFMJIF_02408	100.000	343	1	343	1	1029	0.0	678	343	1032	100
JJAGMNAF_00088	BHNFMJIF_03515	28.313	332	19	339	76	930	3.12e-27	106	343	939	94
JJAGMNAF_00089	BHNFMJIF_02407	99.609	768	1	768	1	2304	0.0	1595	768	2307	100
JJAGMNAF_00089	BHNFMJIF_02534	35.905	674	10	646	19	1914	6.43e-135	415	768	2325	83
JJAGMNAF_00089	BHNFMJIF_00898	36.713	651	14	622	25	1896	3.61e-124	388	768	2424	79
JJAGMNAF_00089	BHNFMJIF_02286	32.532	624	11	612	10	1830	3.02e-113	358	768	2316	78
JJAGMNAF_00089	BHNFMJIF_03216	33.868	623	18	609	31	1797	3.43e-112	355	768	2307	77
JJAGMNAF_00090	BHNFMJIF_02406	100.000	163	1	163	1	489	1.75e-119	331	163	492	100
JJAGMNAF_00091	BHNFMJIF_02405	100.000	73	1	73	1	219	1.30e-38	120	73	222	100
JJAGMNAF_00092	BHNFMJIF_02404	100.000	476	1	476	1	1428	0.0	926	476	1431	100
JJAGMNAF_00093	BHNFMJIF_02403	99.463	559	1	559	1	1677	0.0	1127	559	1680	100
JJAGMNAF_00093	BHNFMJIF_02410	28.067	481	22	478	76	1470	3.68e-51	180	559	1500	82
JJAGMNAF_00094	BHNFMJIF_02402	100.000	71	1	71	1	213	2.73e-48	144	71	216	100
